sample,AK5,C12orf75,CAMKK1,CD1C,CD38,CHSY1,CLEC10A,CYB561,DDIT4,DHRS13,DTYMK,EPHX2,FKBP4,GHRL,GNG2,GPCPD1,GZMB,ID3,IL13RA1,IL1B,LLGL2,MEGF6,MS4A3,MUM1,NPEPL1,NR1D1,NR1D2,NSUN3,PARP2,PDK1,PER1,PGPEP1,POLH,REM2,SH2D1B,SLPI,STIP1,SYT11,TCN1,TIAM2,ZNF438,target
GSM1168674_2,9.0359504769,9.0433451493,4.6506819123,8.2802185166,8.1205509151,,6.0507077477,9.9055566914,10.6063420427,,7.8559592232,9.8571449864,5.4106638183,,8.7572046814,11.4629960931,13.5996645199,9.6482349509,13.4583649183,13.3633624998,7.7136498804,9.518752326,5.9170926065,9.135660295,11.9260074666,8.0496449762,8.4860529046,7.7344539559,8.3264209306,,7.9161429493,9.281379214,7.110152776,4.4013041743,5.8964300876,9.948604212,,5.8327191704,7.7682238862,9.5977588334,11.3973355821,12.52
GSM1168674_3,9.0459504769,9.0533451493,4.6606819123,8.2902185166,8.1305509151,,6.0607077477,9.9155566914,10.6163420427,,7.8659592232,9.8671449864,5.4206638183,,8.7672046814,11.4729960931,13.6096645199,9.6582349509,13.4683649183,13.3733624998,7.7236498804,9.528752326,5.9270926065,9.145660295,11.9360074666,8.0596449762,8.4960529046,7.7444539559,8.3364209306,,7.9261429493,9.291379214,7.120152776,4.4113041743,5.9064300876,9.958604212,,5.8427191704,7.7782238862,9.6077588334,11.4073355821,12.53
GSM1168675,9.1623201602,9.4341713825,4.8276820198,8.7973847372,7.8505967376,11.5593845008,6.347827624,10.0238157792,11.1510979146,10.6522382176,8.0079585794,10.5425277682,5.352023794,9.4722768835,8.7076022229,11.0923222746,13.2694787583,9.56687193,12.3921143008,12.7857758451,7.8785082975,8.647532743,6.1248633561,9.3238027462,12.128384397,8.6702922983,8.65200055,7.3375447699,8.7409906426,9.5551622054,8.4572762887,9.5820667928,7.2757807803,4.0577700768,5.2239121973,9.8036816686,,5.5978981593,7.4635247777,9.4389244712,10.7958151054,16.6666666667
GSM1168675_1,9.1723201602,9.4441713825,4.8376820198,8.8073847372,7.8605967376,11.5693845008,6.357827624,10.0338157792,11.1610979146,10.6622382176,8.0179585794,10.5525277682,5.362023794,9.4822768835,8.7176022229,11.1023222746,13.2794787583,9.57687193,12.4021143008,12.7957758451,7.8885082975,8.657532743,6.1348633561,9.3338027462,12.138384397,8.6802922983,8.66200055,7.3475447699,8.7509906426,9.5651622054,8.4672762887,9.5920667928,7.2857807803,4.0677700768,5.2339121973,9.8136816686,,5.6078981593,7.4735247777,9.4489244712,10.8058151054,16.6766666667
GSM1168675_2,9.1823201602,9.4541713825,4.8476820198,8.8173847372,7.8705967376,11.5793845008,6.367827624,10.0438157792,11.1710979146,10.6722382176,8.0279585794,10.5625277682,5.372023794,9.4922768835,8.7276022229,11.1123222746,13.2894787583,9.58687193,12.4121143008,12.8057758451,7.8985082975,8.667532743,6.1448633561,9.3438027462,12.148384397,8.6902922983,8.67200055,7.3575447699,8.7609906426,9.5751622054,8.4772762887,9.6020667928,7.2957807803,4.0777700768,5.2439121973,9.8236816686,,5.6178981593,7.4835247777,9.4589244712,10.8158151054,16.6866666667
GSM1168675_3,9.1923201602,9.4641713825,4.8576820198,8.8273847372,7.8805967376,11.5893845008,6.377827624,10.0538157792,11.1810979146,10.6822382176,8.0379585794,10.5725277682,5.382023794,9.5022768835,8.7376022229,11.1223222746,13.2994787583,9.59687193,12.4221143008,12.8157758451,7.9085082975,8.677532743,6.1548633561,9.3538027462,12.158384397,8.7002922983,8.68200055,7.3675447699,8.7709906426,9.5851622054,8.4872762887,9.6120667928,7.3057807803,4.0877700768,5.2539121973,9.8336816686,,5.6278981593,7.4935247777,9.4689244712,10.8258151054,16.6966666667
GSM1168676,9.4763198327,9.0861133472,4.8751575866,8.4905113293,,11.9797264487,6.380167047,10.1578533635,,9.9644854096,7.9253216084,,5.4961032321,9.7440263631,8.0775194199,11.8238619694,13.3545654258,9.8503879053,12.5856342117,12.7928377373,7.7680674549,9.2721097325,5.8691023909,9.3164592931,12.009265345,8.517721418,8.9799362433,7.6395407401,8.6422866897,10.2959164734,8.1365796856,9.3862263744,7.4575056015,4.0096768537,5.5061658608,10.1467285391,7.3696758143,5.9676909579,7.7732915954,9.2749215455,10.8776564482,20.5
GSM1168676_1,9.4863198327,9.0961133472,4.8851575866,8.5005113293,,11.9897264487,6.390167047,10.1678533635,,9.9744854096,7.9353216084,,5.5061032321,9.7540263631,8.0875194199,11.8338619694,13.3645654258,9.8603879053,12.5956342117,12.8028377373,7.7780674549,9.2821097325,5.8791023909,9.3264592931,12.019265345,8.527721418,8.9899362433,7.6495407401,8.6522866897,10.3059164734,8.1465796856,9.3962263744,7.4675056015,4.0196768537,5.5161658608,10.1567285391,7.3796758143,5.9776909579,7.7832915954,9.2849215455,10.8876564482,20.51
GSM1168676_2,9.4963198327,9.1061133472,4.8951575866,8.5105113293,,11.9997264487,6.400167047,10.1778533635,,9.9844854096,7.9453216084,,5.5161032321,9.7640263631,8.0975194199,11.8438619694,13.3745654258,9.8703879053,12.6056342117,12.8128377373,7.7880674549,9.2921097325,5.8891023909,9.3364592931,12.029265345,8.537721418,8.9999362433,7.6595407401,8.6622866897,10.3159164734,8.1565796856,9.4062263744,7.4775056015,4.0296768537,5.5261658608,10.1667285391,7.3896758143,5.9876909579,7.7932915954,9.2949215455,10.8976564482,20.52
GSM1168676_3,9.5063198327,9.1161133472,4.9051575866,8.5205113293,,12.0097264487,6.410167047,10.1878533635,,9.9944854096,7.9553216084,,5.5261032321,9.7740263631,8.1075194199,11.8538619694,13.3845654258,9.8803879053,12.6156342117,12.8228377373,7.7980674549,9.3021097325,5.8991023909,9.3464592931,12.039265345,8.547721418,9.0099362433,7.6695407401,8.6722866897,10.3259164734,8.1665796856,9.4162263744,7.4875056015,4.0396768537,5.5361658608,10.1767285391,7.3996758143,5.9976909579,7.8032915954,9.3049215455,10.9076564482,20.53
GSM1168677,9.4108405326,9.2288246463,5.339624408,8.4761908789,7.7918203218,11.9713499918,6.0618460268,9.9239794616,10.8585125853,10.1313556773,8.1084943308,10.3751721499,5.9210651779,10.1326751102,8.1456889646,11.5802082477,13.4436383169,9.7475586141,13.1688013769,13.134567368,7.5008419927,9.3724772856,6.4280286924,9.3698187348,11.9565792019,8.3010994842,8.8674430051,7.8124896602,8.4874345443,10.2900438277,8.0261835675,9.3588262521,7.3190590076,4.4246854006,5.7920115115,10.4769052855,,6.1359004677,,9.3245753495,11.243360901,20.5
GSM1168677_1,9.4208405326,9.2388246463,5.349624408,8.4861908789,7.8018203218,11.9813499918,6.0718460268,9.9339794616,10.8685125853,10.1413556773,8.1184943308,10.3851721499,5.9310651779,10.1426751102,8.1556889646,11.5902082477,13.4536383169,9.7575586141,13.1788013769,13.144567368,7.5108419927,9.3824772856,6.4380286924,9.3798187348,11.9665792019,8.3110994842,8.8774430051,7.8224896602,8.4974345443,10.3000438277,8.0361835675,9.3688262521,7.3290590076,4.4346854006,5.8020115115,10.4869052855,,6.1459004677,,9.3345753495,11.253360901,20.51
GSM1168677_2,9.4308405326,9.2488246463,5.359624408,8.4961908789,7.8118203218,11.9913499918,6.0818460268,9.9439794616,10.8785125853,10.1513556773,8.1284943308,10.3951721499,5.9410651779,10.1526751102,8.1656889646,11.6002082477,13.4636383169,9.7675586141,13.1888013769,13.154567368,7.5208419927,9.3924772856,6.4480286924,9.3898187348,11.9765792019,8.3210994842,8.8874430051,7.8324896602,8.5074345443,10.3100438277,8.0461835675,9.3788262521,7.3390590076,4.4446854006,5.8120115115,10.4969052855,,6.1559004677,,9.3445753495,11.263360901,20.52
GSM1168677_3,9.4408405326,9.2588246463,5.369624408,8.5061908789,7.8218203218,12.0013499918,6.0918460268,9.9539794616,10.8885125853,10.1613556773,8.1384943308,10.4051721499,5.9510651779,10.1626751102,8.1756889646,11.6102082477,13.4736383169,9.7775586141,13.1988013769,13.164567368,7.5308419927,9.4024772856,6.4580286924,9.3998187348,11.9865792019,8.3310994842,8.8974430051,7.8424896602,8.5174345443,10.3200438277,8.0561835675,9.3888262521,7.3490590076,4.4546854006,5.8220115115,10.5069052855,,6.1659004677,,9.3545753495,11.273360901,20.53
GSM1168678,8.9667012005,9.0570161408,5.165363909,8.5853826213,7.9656180673,12.0209084593,5.9517447418,9.7639491062,10.3933683038,9.9918423092,7.4742437877,9.9444295155,3.754902984,10.2838647136,8.4435124001,12.0280550473,13.4943889123,9.1911061058,13.4543625343,12.9446502506,7.1399736322,9.2493442471,6.1630348823,9.0478834189,12.1374079168,8.4933672477,8.3675940598,7.58929153,8.3205418809,9.7506075006,7.842228093,9.1605545176,6.5302401366,5.9152347932,5.8160140123,10.4637791214,5.7850271028,4.6239327832,7.5937661105,10.0867151759,11.1185109982,0.5166666667
GSM1168678_1,8.9767012005,9.0670161408,5.175363909,8.5953826213,7.9756180673,12.0309084593,5.9617447418,9.7739491062,10.4033683038,10.0018423092,7.4842437877,9.9544295155,3.764902984,10.2938647136,8.4535124001,12.0380550473,13.5043889123,9.2011061058,13.4643625343,12.9546502506,7.1499736322,9.2593442471,6.1730348823,9.0578834189,12.1474079168,8.5033672477,8.3775940598,7.59929153,8.3305418809,9.7606075006,7.852228093,9.1705545176,6.5402401366,5.9252347932,5.8260140123,10.4737791214,5.7950271028,4.6339327832,7.6037661105,10.0967151759,11.1285109982,0.5266666667
GSM1168678_2,8.9867012005,9.0770161408,5.185363909,8.6053826213,7.9856180673,12.0409084593,5.9717447418,9.7839491062,10.4133683038,10.0118423092,7.4942437877,9.9644295155,3.774902984,10.3038647136,8.4635124001,12.0480550473,13.5143889123,9.2111061058,13.4743625343,12.9646502506,7.1599736322,9.2693442471,6.1830348823,9.0678834189,12.1574079168,8.5133672477,8.3875940598,7.60929153,8.3405418809,9.7706075006,7.862228093,9.1805545176,6.5502401366,5.9352347932,5.8360140123,10.4837791214,5.8050271028,4.6439327832,7.6137661105,10.1067151759,11.1385109982,0.5366666667
GSM1168678_3,8.9967012005,9.0870161408,5.195363909,8.6153826213,7.9956180673,12.0509084593,5.9817447418,9.7939491062,10.4233683038,10.0218423092,7.5042437877,9.9744295155,3.784902984,10.3138647136,8.4735124001,12.0580550473,13.5243889123,9.2211061058,13.4843625343,12.9746502506,7.1699736322,9.2793442471,6.1930348823,9.0778834189,12.1674079168,8.5233672477,8.3975940598,7.61929153,8.3505418809,9.7806075006,7.872228093,9.1905545176,6.5602401366,5.9452347932,5.8460140123,10.4937791214,5.8150271028,4.6539327832,7.6237661105,10.1167151759,11.1485109982,0.5466666667
GSM1168679,9.3916400701,9.392140764,3.923664775,8.6748379448,7.7218797113,11.8263571465,5.648459547,9.9041163981,10.6588828545,10.0747503254,8.0402605982,10.378387498,4.8864358548,9.61534898,8.4881629009,12.0400479313,13.0952233852,9.5097437593,12.9195849033,13.0413545301,7.0845056414,8.9241613607,5.9365673053,9.2761095322,11.7688718795,8.4745610941,8.9848428543,7.6184316725,8.5970146958,10.1918117844,7.7160507374,9.4399979159,7.1263842787,4.1437331308,5.5328991863,10.2204832678,,5.3553005065,7.4917780172,9.5851636424,10.6369059714,4.5
GSM1168679_1,9.4016400701,9.402140764,3.933664775,8.6848379448,7.7318797113,11.8363571465,5.658459547,9.9141163981,10.6688828545,10.0847503254,8.0502605982,10.388387498,4.8964358548,9.62534898,8.4981629009,12.0500479313,13.1052233852,9.5197437593,12.9295849033,13.0513545301,7.0945056414,8.9341613607,5.9465673053,9.2861095322,11.7788718795,8.4845610941,8.9948428543,7.6284316725,8.6070146958,10.2018117844,7.7260507374,9.4499979159,7.1363842787,4.1537331308,5.5428991863,10.2304832678,,5.3653005065,7.5017780172,9.5951636424,10.6469059714,4.51
GSM1168679_2,9.4116400701,9.412140764,3.943664775,8.6948379448,7.7418797113,11.8463571465,5.668459547,9.9241163981,10.6788828545,10.0947503254,8.0602605982,10.398387498,4.9064358548,9.63534898,8.5081629009,12.0600479313,13.1152233852,9.5297437593,12.9395849033,13.0613545301,7.1045056414,8.9441613607,5.9565673053,9.2961095322,11.7888718795,8.4945610941,9.0048428543,7.6384316725,8.6170146958,10.2118117844,7.7360507374,9.4599979159,7.1463842787,4.1637331308,5.5528991863,10.2404832678,,5.3753005065,7.5117780172,9.6051636424,10.6569059714,4.52
GSM1168679_3,9.4216400701,9.422140764,3.953664775,8.7048379448,7.7518797113,11.8563571465,5.678459547,9.9341163981,10.6888828545,10.1047503254,8.0702605982,10.408387498,4.9164358548,9.64534898,8.5181629009,12.0700479313,13.1252233852,9.5397437593,12.9495849033,13.0713545301,7.1145056414,8.9541613607,5.9665673053,9.3061095322,11.7988718795,8.5045610941,9.0148428543,7.6484316725,8.6270146958,10.2218117844,7.7460507374,9.4699979159,7.1563842787,4.1737331308,5.5628991863,10.2504832678,,5.3853005065,7.5217780172,9.6151636424,10.6669059714,4.53
GSM1168680,8.9685929328,9.1667874676,3.9840964593,8.4617220197,7.8487828145,11.7906452201,6.5295679568,9.8579120148,10.8865814921,10.1426583736,7.999360343,10.051369032,4.6853739377,10.2585122822,8.2088211387,11.8731315384,13.7125834791,9.5280921011,13.4956840421,12.9261904375,7.331702145,8.9528327749,6.1744234573,9.2904670554,11.9153398007,8.3220860568,8.6485102591,7.5190169232,8.3939794763,10.0801483074,7.9458954547,9.4838412581,6.6946318458,3.8596512531,5.5955354985,10.6748979282,6.7535906662,5.19217786,7.9452141928,10.1148127215,11.033111717,8.55
GSM1168680_1,8.9785929328,9.1767874676,3.9940964593,8.4717220197,7.8587828145,11.8006452201,6.5395679568,9.8679120148,10.8965814921,10.1526583736,8.009360343,10.061369032,4.6953739377,10.2685122822,8.2188211387,11.8831315384,13.7225834791,9.5380921011,13.5056840421,12.9361904375,7.341702145,8.9628327749,6.1844234573,9.3004670554,11.9253398007,8.3320860568,8.6585102591,7.5290169232,8.4039794763,10.0901483074,7.9558954547,9.4938412581,6.7046318458,3.8696512531,5.6055354985,10.6848979282,6.7635906662,5.20217786,7.9552141928,10.1248127215,11.043111717,8.56
GSM1168680_2,8.9885929328,9.1867874676,4.0040964593,8.4817220197,7.8687828145,11.8106452201,6.5495679568,9.8779120148,10.9065814921,10.1626583736,8.019360343,10.071369032,4.7053739377,10.2785122822,8.2288211387,11.8931315384,13.7325834791,9.5480921011,13.5156840421,12.9461904375,7.351702145,8.9728327749,6.1944234573,9.3104670554,11.9353398007,8.3420860568,8.6685102591,7.5390169232,8.4139794763,10.1001483074,7.9658954547,9.5038412581,6.7146318458,3.8796512531,5.6155354985,10.6948979282,6.7735906662,5.21217786,7.9652141928,10.1348127215,11.053111717,8.57
GSM1168680_3,8.9985929328,9.1967874676,4.0140964593,8.4917220197,7.8787828145,11.8206452201,6.5595679568,9.8879120148,10.9165814921,10.1726583736,8.029360343,10.081369032,4.7153739377,10.2885122822,8.2388211387,11.9031315384,13.7425834791,9.5580921011,13.5256840421,12.9561904375,7.361702145,8.9828327749,6.2044234573,9.3204670554,11.9453398007,8.3520860568,8.6785102591,7.5490169232,8.4239794763,10.1101483074,7.9758954547,9.5138412581,6.7246318458,3.8896512531,5.6255354985,10.7048979282,6.7835906662,5.22217786,7.9752141928,10.1448127215,11.063111717,8.58
GSM1168681,9.1445349175,9.3482607094,5.2141772958,8.4707581842,7.9424807081,12.2228291329,6.1387714277,9.9540408009,10.7962276079,10.1722208096,7.9809215451,10.1222729633,5.1179635709,10.0476007767,8.6194789944,11.9882334802,13.5390838664,9.5769822447,13.26154749,13.0253115435,7.408334911,9.1772201593,5.8797182287,9.1385598781,12.0608195267,8.2911825196,8.8177019952,7.752628868,8.5771937999,10.1263716844,7.7189701533,9.3046618469,7.1650313485,4.2431088408,6.0960067672,10.3714748884,6.6529201858,5.9479136487,7.8708611236,9.7513870533,10.9037363767,12.4166666667
GSM1168681_1,9.1545349175,9.3582607094,5.2241772958,8.4807581842,7.9524807081,12.2328291329,6.1487714277,9.9640408009,10.8062276079,10.1822208096,7.9909215451,10.1322729633,5.1279635709,10.0576007767,8.6294789944,11.9982334802,13.5490838664,9.5869822447,13.27154749,13.0353115435,7.418334911,9.1872201593,5.8897182287,9.1485598781,12.0708195267,8.3011825196,8.8277019952,7.762628868,8.5871937999,10.1363716844,7.7289701533,9.3146618469,7.1750313485,4.2531088408,6.1060067672,10.3814748884,6.6629201858,5.9579136487,7.8808611236,9.7613870533,10.9137363767,12.4266666667
GSM1168681_2,9.1645349175,9.3682607094,5.2341772958,8.4907581842,7.9624807081,12.2428291329,6.1587714277,9.9740408009,10.8162276079,10.1922208096,8.0009215451,10.1422729633,5.1379635709,10.0676007767,8.6394789944,12.0082334802,13.5590838664,9.5969822447,13.28154749,13.0453115435,7.428334911,9.1972201593,5.8997182287,9.1585598781,12.0808195267,8.3111825196,8.8377019952,7.772628868,8.5971937999,10.1463716844,7.7389701533,9.3246618469,7.1850313485,4.2631088408,6.1160067672,10.3914748884,6.6729201858,5.9679136487,7.8908611236,9.7713870533,10.9237363767,12.4366666667
GSM1168681_3,9.1745349175,9.3782607094,5.2441772958,8.5007581842,7.9724807081,12.2528291329,6.1687714277,9.9840408009,10.8262276079,10.2022208096,8.0109215451,10.1522729633,5.1479635709,10.0776007767,8.6494789944,12.0182334802,13.5690838664,9.6069822447,13.29154749,13.0553115435,7.438334911,9.2072201593,5.9097182287,9.1685598781,12.0908195267,8.3211825196,8.8477019952,7.782628868,8.6071937999,10.1563716844,7.7489701533,9.3346618469,7.1950313485,4.2731088408,6.1260067672,10.4014748884,6.6829201858,5.9779136487,7.9008611236,9.7813870533,10.9337363767,12.4466666667
GSM1168682,9.3797818092,9.4150226472,4.3816067471,8.812410116,7.7544947993,11.8418905917,6.0024540383,9.8633693515,10.0834482622,10.1898911312,7.9857434369,10.5794711388,5.3163458822,9.8901592298,8.2495606377,12.0144101597,12.7949732037,9.5439126371,12.9414425676,12.8277999655,7.4215342339,8.8695820794,6.4231698002,9.4367406889,11.9382739845,8.454894413,8.7145090759,7.7391788967,8.6586810232,10.3516217811,7.654218604,9.2241011215,7.4026433147,3.8307962925,6.1387714277,10.7554261805,6.1263214308,5.5997323985,7.9572125239,9.2035613682,10.798611022,16.5
GSM1168682_1,9.3897818092,9.4250226472,4.3916067471,8.822410116,7.7644947993,11.8518905917,6.0124540383,9.8733693515,10.0934482622,10.1998911312,7.9957434369,10.5894711388,5.3263458822,9.9001592298,8.2595606377,12.0244101597,12.8049732037,9.5539126371,12.9514425676,12.8377999655,7.4315342339,8.8795820794,6.4331698002,9.4467406889,11.9482739845,8.464894413,8.7245090759,7.7491788967,8.6686810232,10.3616217811,7.664218604,9.2341011215,7.4126433147,3.8407962925,6.1487714277,10.7654261805,6.1363214308,5.6097323985,7.9672125239,9.2135613682,10.808611022,16.51
GSM1168682_2,9.3997818092,9.4350226472,4.4016067471,8.832410116,7.7744947993,11.8618905917,6.0224540383,9.8833693515,10.1034482622,10.2098911312,8.0057434369,10.5994711388,5.3363458822,9.9101592298,8.2695606377,12.0344101597,12.8149732037,9.5639126371,12.9614425676,12.8477999655,7.4415342339,8.8895820794,6.4431698002,9.4567406889,11.9582739845,8.474894413,8.7345090759,7.7591788967,8.6786810232,10.3716217811,7.674218604,9.2441011215,7.4226433147,3.8507962925,6.1587714277,10.7754261805,6.1463214308,5.6197323985,7.9772125239,9.2235613682,10.818611022,16.52
GSM1168682_3,9.4097818092,9.4450226472,4.4116067471,8.842410116,7.7844947993,11.8718905917,6.0324540383,9.8933693515,10.1134482622,10.2198911312,8.0157434369,10.6094711388,5.3463458822,9.9201592298,8.2795606377,12.0444101597,12.8249732037,9.5739126371,12.9714425676,12.8577999655,7.4515342339,8.8995820794,6.4531698002,9.4667406889,11.9682739845,8.484894413,8.7445090759,7.7691788967,8.6886810232,10.3816217811,7.684218604,9.2541011215,7.4326433147,3.8607962925,6.1687714277,10.7854261805,6.1563214308,5.6297323985,7.9872125239,9.2335613682,10.828611022,16.53
GSM1168683,9.1363448468,9.9888470707,4.2738037978,8.6035761734,7.8900801655,11.4669963855,6.3573765015,9.8536254855,10.2242441001,10.3490181525,8.1212802919,10.4751933176,5.9996782533,9.9677393893,8.2423445544,11.1831671903,13.641911803,9.5572816478,12.5117191526,12.8602737812,7.7180641866,8.6570166663,6.4626595549,9.1256604863,12.4460685967,8.7681809625,9.1739977678,7.9737752623,8.4660529046,9.4608206878,8.0581847499,9.6664127119,7.0332467067,4.5183839848,6.2645741819,10.3694205369,7.4445107344,5.6212815259,7.6249774142,9.0732276082,10.877294893,20.5
GSM1168683_1,9.1463448468,9.9988470707,4.2838037978,8.6135761734,7.9000801655,11.4769963855,6.3673765015,9.8636254855,10.2342441001,10.3590181525,8.1312802919,10.4851933176,6.0096782533,9.9777393893,8.2523445544,11.1931671903,13.651911803,9.5672816478,12.5217191526,12.8702737812,7.7280641866,8.6670166663,6.4726595549,9.1356604863,12.4560685967,8.7781809625,9.1839977678,7.9837752623,8.4760529046,9.4708206878,8.0681847499,9.6764127119,7.0432467067,4.5283839848,6.2745741819,10.3794205369,7.4545107344,5.6312815259,7.6349774142,9.0832276082,10.887294893,20.51
GSM1168683_2,9.1563448468,10.0088470706,4.2938037978,8.6235761734,7.9100801655,11.4869963855,6.3773765015,9.8736254855,10.2442441001,10.3690181525,8.1412802919,10.4951933176,6.0196782533,9.9877393893,8.2623445544,11.2031671903,13.661911803,9.5772816478,12.5317191526,12.8802737812,7.7380641866,8.6770166663,6.4826595549,9.1456604863,12.4660685967,8.7881809625,9.1939977678,7.9937752623,8.4860529046,9.4808206878,8.0781847499,9.6864127119,7.0532467067,4.5383839848,6.2845741819,10.3894205369,7.4645107344,5.6412815259,7.6449774142,9.0932276082,10.897294893,20.52
GSM1168683_3,9.1663448468,10.0188470706,4.3038037978,8.6335761734,7.9200801655,11.4969963855,6.3873765015,9.8836254855,10.2542441001,10.3790181525,8.1512802919,10.5051933176,6.0296782533,9.9977393893,8.2723445544,11.2131671903,13.671911803,9.5872816478,12.5417191526,12.8902737812,7.7480641866,8.6870166663,6.4926595549,9.1556604863,12.4760685967,8.7981809625,9.2039977678,8.0037752623,8.4960529046,9.4908206878,8.0881847499,9.6964127119,7.0632467067,4.5483839848,6.2945741819,10.3994205369,7.4745107344,5.6512815259,7.6549774142,9.1032276082,10.907294893,20.53
GSM1168684,9.0756721826,9.6970614152,5.0107974537,9.1149255663,9.8506926585,12.4857453335,7.3002823548,10.257849492,10.9045051277,11.0236504087,8.8081221942,,6.2174270247,9.7738949965,8.051948956,,14.0930050419,9.2329184597,12.8817186354,13.7621991233,8.8136612395,8.7596441233,5.6129878819,9.4736058543,12.489879843,8.5453280429,8.628390671,8.2230397074,8.7214722369,9.7924717546,8.4855820568,9.7437706868,7.8287682477,5.3120364811,7.1927567952,9.3382762732,,7.1042600784,8.0028509196,9.7036210048,12.1264038162,22.9166666667
GSM1168684_1,9.0856721826,9.7070614152,5.0207974537,9.1249255663,9.8606926585,12.4957453335,7.3102823548,10.267849492,10.9145051277,11.0336504087,8.8181221942,,6.2274270247,9.7838949965,8.061948956,,14.1030050419,9.2429184597,12.8917186354,13.7721991233,8.8236612395,8.7696441233,5.6229878819,9.4836058543,12.499879843,8.5553280429,8.638390671,8.2330397074,8.7314722369,9.8024717546,8.4955820568,9.7537706868,7.8387682477,5.3220364811,7.2027567952,9.3482762732,,7.1142600784,8.0128509196,9.7136210048,12.1364038162,22.9266666667
GSM1168684_2,9.0956721826,9.7170614152,5.0307974537,9.1349255663,9.8706926585,12.5057453335,7.3202823548,10.277849492,10.9245051277,11.0436504087,8.8281221942,,6.2374270247,9.7938949965,8.071948956,,14.1130050419,9.2529184597,12.9017186354,13.7821991233,8.8336612395,8.7796441233,5.6329878819,9.4936058543,12.509879843,8.5653280429,8.648390671,8.2430397074,8.7414722369,9.8124717546,8.5055820568,9.7637706868,7.8487682477,5.3320364811,7.2127567952,9.3582762732,,7.1242600784,8.0228509196,9.7236210048,12.1464038162,22.9366666667
GSM1168684_3,9.1056721826,9.7270614152,5.0407974537,9.1449255663,9.8806926585,12.5157453335,7.3302823548,10.287849492,10.9345051277,11.0536504087,8.8381221942,,6.2474270247,9.8038949965,8.081948956,,14.1230050419,9.2629184597,12.9117186354,13.7921991233,8.8436612395,8.7896441233,5.6429878819,9.5036058543,12.519879843,8.5753280429,8.658390671,8.2530397074,8.7514722369,9.8224717546,8.5155820568,9.7737706868,7.8587682477,5.3420364811,7.2227567952,9.3682762732,,7.1342600784,8.0328509196,9.7336210048,12.1564038162,22.9466666667
GSM1168685,8.6171406696,9.7653457484,4.3910638881,8.7918740427,9.6058883178,12.3714841208,6.4698958305,,10.6284028696,10.7709177772,8.3409480245,10.0262284647,5.9273688852,9.6572118914,7.8699381581,11.1982622426,13.9296195349,9.5386248179,12.9828800328,13.6770970164,8.1520310653,8.0114277679,5.5407764228,9.0527150192,12.164673489,8.1616670507,8.9792028171,7.9045044138,8.4148714904,,8.1933240084,9.5389001854,7.5722103148,4.6964580485,7.1805045893,9.2573457735,7.7373825338,6.64133379,7.8345618387,9.6032395974,12.0209084593,3
GSM1168685_1,8.6271406696,9.7753457484,4.4010638881,8.8018740427,9.6158883178,12.3814841208,6.4798958305,,10.6384028696,10.7809177772,8.3509480245,10.0362284647,5.9373688852,9.6672118914,7.8799381581,11.2082622426,13.9396195349,9.5486248179,12.9928800328,13.6870970164,8.1620310653,8.0214277679,5.5507764228,9.0627150192,12.174673489,8.1716670507,8.9892028171,7.9145044138,8.4248714904,,8.2033240084,9.5489001854,7.5822103148,4.7064580485,7.1905045893,9.2673457735,7.7473825338,6.65133379,7.8445618387,9.6132395974,12.0309084593,3.01
GSM1168685_2,8.6371406696,9.7853457484,4.4110638881,8.8118740427,9.6258883178,12.3914841208,6.4898958305,,10.6484028696,10.7909177772,8.3609480245,10.0462284647,5.9473688852,9.6772118914,7.8899381581,11.2182622426,13.9496195349,9.5586248179,13.0028800328,13.6970970164,8.1720310653,8.0314277679,5.5607764228,9.0727150192,12.184673489,8.1816670507,8.9992028171,7.9245044138,8.4348714904,,8.2133240084,9.5589001854,7.5922103148,4.7164580485,7.2005045893,9.2773457735,7.7573825338,6.66133379,7.8545618387,9.6232395974,12.0409084593,3.02
GSM1168685_3,8.6471406696,9.7953457484,4.4210638881,8.8218740427,9.6358883178,12.4014841208,6.4998958305,,10.6584028696,10.8009177772,8.3709480245,10.0562284647,5.9573688852,9.6872118914,7.8999381581,11.2282622426,13.9596195349,9.5686248179,13.0128800328,13.7070970164,8.1820310653,8.0414277679,5.5707764228,9.0827150192,12.194673489,8.1916670507,9.0092028171,7.9345044138,8.4448714904,,8.2233240084,9.5689001854,7.6022103148,4.7264580485,7.2105045893,9.2873457735,7.7673825338,6.67133379,7.8645618387,9.6332395974,12.0509084593,3.03
GSM1168686,8.3520839472,9.7209325926,4.5452899204,8.6381990471,9.757517193,12.2614771161,6.3626499995,10.1779337843,11.2844827291,10.6963364457,8.303412468,9.5777588334,5.890002723,10.0342521995,8.0012447575,11.4266145706,14.2568786102,9.3462145325,13.2785330399,13.6083045892,8.2514163025,7.8952211627,5.8277565854,9.0144765585,12.3174574099,7.8814541121,8.9523511434,8.0084157515,,9.3631541667,8.4846348245,9.4030969123,7.4832424883,4.9804592981,7.3771533868,9.4686498841,,6.6921447702,7.7899847384,9.7555254609,12.1317903827,7
