sample,AK5,C12orf75,CAMKK1,CD1C,CD38,CHSY1,CLEC10A,CYB561,DDIT4,DHRS13,DTYMK,EPHX2,FKBP4,GHRL,GNG2,GPCPD1,GZMB,ID3,IL13RA1,IL1B,LLGL2,MEGF6,MS4A3,MUM1,NPEPL1,NR1D1,NR1D2,NSUN3,PARP2,PDK1,PER1,PGPEP1,POLH,REM2,SH2D1B,SLPI,STIP1,SYT11,TCN1,TIAM2,ZNF438,target
GSM1371652_1,8.332214,8.449197,5.561277,8.806904,8.700958,11.087922,7.17971,10.046762,8.23212,9.419313,8.637656,9.765976,10.123366,8.517657,10.876821,3.258489,12.035996,8.513802,10.356349,10.774583,7.729884,6.918911,8.712381,5.6169,8.519395,6.253711,7.126322,9.154804,7.710955,10.345369,8.076596,8.887595,7.721066,10.050499,8.159604,10.493452,8.419913,8.906665,8.431677,8.983752,8.457258,8.01
GSM1371652_2,8.342214,8.459197,5.571277,8.816904,8.710958,11.097922,7.18971,10.056762,8.24212,9.429313,8.647656,9.775976,10.133366,8.527657,10.886821,3.268489,12.045996,8.523802,10.366349,10.784583,7.739884,6.928911,8.722381,5.6269,8.529395,6.263711,7.136322,9.164804,7.720955,10.355369,8.086596,8.897595,7.731066,10.060499,8.169604,10.503452,8.429913,8.916665,8.441677,8.993752,8.467258,8.02
GSM1371652_3,8.352214,8.469197,5.581277,8.826904,8.720958,11.107922,7.19971,10.066762,8.25212,9.439313,8.657656,9.785976,10.143366,8.537657,10.896821,3.278489,12.055996,8.533802,10.376349,10.794583,7.749884,6.938911,8.732381,5.6369,8.539395,6.273711,7.146322,9.174804,7.730955,10.365369,8.096596,8.907595,7.741066,10.070499,8.179604,10.513452,8.439913,8.926665,8.451677,9.003752,8.477258,8.03
GSM1371652_4,8.362214,8.479197,5.591277,8.836904,8.730958,11.117922,7.20971,10.076762,8.26212,9.449313,8.667656,9.795976,10.153366,8.547657,10.906821,3.288489,12.065996,8.543802,10.386349,10.804583,7.759884,6.948911,8.742381,5.6469,8.549395,6.283711,7.156322,9.184804,7.740955,10.375369,8.106596,8.917595,7.751066,10.080499,8.189604,10.523452,8.449913,8.936665,8.461677,9.013752,8.487258,8.04
GSM1371653,8.38021,8.652418,5.314327,8.90261,8.966709,11.072429,7.060565,9.969593,7.852813,9.121362,8.731574,9.481156,10.172416,8.678616,10.992116,3.730374,12.798069,8.451078,10.368865,11.042228,8.190306,6.920311,9.007229,5.712525,8.656256,6.177996,6.963735,9.113447,7.486413,10.511415,7.118316,8.870155,7.689322,9.865602,8.675237,10.303638,8.29993,9.084383,8.236784,8.738577,8.563869,12
GSM1371653_1,8.39021,8.662418,5.324327,8.91261,8.976709,11.082429,7.070565,9.979593,7.862813,9.131362,8.741574,9.491156,10.182416,8.688616,11.002116,3.740374,12.808069,8.461078,10.378865,11.052228,8.200306,6.930311,9.017229,5.722525,8.666256,6.187996,6.973735,9.123447,7.496413,10.521415,7.128316,8.880155,7.699322,9.875602,8.685237,10.313638,8.30993,9.094383,8.246784,8.748577,8.573869,12.01
GSM1371653_2,8.40021,8.672418,5.334327,8.92261,8.986709,11.092429,7.080565,9.989593,7.872813,9.141362,8.751574,9.501156,10.192416,8.698616,11.012116,3.750374,12.818069,8.471078,10.388865,11.062228,8.210306,6.940311,9.027229,5.732525,8.676256,6.197996,6.983735,9.133447,7.506413,10.531415,7.138316,8.890155,7.709322,9.885602,8.695237,10.323638,8.31993,9.104383,8.256784,8.758577,8.583869,12.02
GSM1371653_3,8.41021,8.682418,5.344327,8.93261,8.996709,11.102429,7.090565,9.999593,7.882813,9.151362,8.761574,9.511156,10.202416,8.708616,11.022116,3.760374,12.828069,8.481078,10.398865,11.072228,8.220306,6.950311,9.037229,5.742525,8.686256,6.207996,6.993735,9.143447,7.516413,10.541415,7.148316,8.900155,7.719322,9.895602,8.705237,10.333638,8.32993,9.114383,8.266784,8.768577,8.593869,12.03
GSM1371653_4,8.42021,8.692418,5.354327,8.94261,9.006709,11.112429,7.100565,10.009593,7.892813,9.161362,8.771574,9.521156,10.212416,8.718616,11.032116,3.770374,12.838069,8.491078,10.408865,11.082228,8.230306,6.960311,9.047229,5.752525,8.696256,6.217996,7.003735,9.153447,7.526413,10.551415,7.158316,8.910155,7.729322,9.905602,8.715237,10.343638,8.33993,9.124383,8.276784,8.778577,8.603869,12.04
GSM1371654,8.56419,7.884742,5.723469,9.043505,7.279422,11.214824,7.760847,9.263633,8.182533,10.384623,8.563926,10.098534,10.248623,8.554693,10.47038,3.343753,12.185441,8.76047,10.749126,10.509766,8.149077,7.271105,8.338298,5.875407,8.818278,6.733859,6.746598,8.650895,7.648414,10.64342,7.926377,9.289577,7.556731,10.30528,8.09013,11.268235,8.421425,9.017041,8.088627,7.218784,8.677248,8
GSM1371654_1,8.57419,7.894742,5.733469,9.053505,7.289422,11.224824,7.770847,9.273633,8.192533,10.394623,8.573926,10.108534,10.258623,8.564693,10.48038,3.353753,12.195441,8.77047,10.759126,10.519766,8.159077,7.281105,8.348298,5.885407,8.828278,6.743859,6.756598,8.660895,7.658414,10.65342,7.936377,9.299577,7.566731,10.31528,8.10013,11.278235,8.431425,9.027041,8.098627,7.228784,8.687248,8.01
GSM1371654_2,8.58419,7.904742,5.743469,9.063505,7.299422,11.234824,7.780847,9.283633,8.202533,10.404623,8.583926,10.118534,10.268623,8.574693,10.49038,3.363753,12.205441,8.78047,10.769126,10.529766,8.169077,7.291105,8.358298,5.895407,8.838278,6.753859,6.766598,8.670895,7.668414,10.66342,7.946377,9.309577,7.576731,10.32528,8.11013,11.288235,8.441425,9.037041,8.108627,7.238784,8.697248,8.02
GSM1371654_3,8.59419,7.914742,5.753469,9.073505,7.309422,11.244824,7.790847,9.293633,8.212533,10.414623,8.593926,10.128534,10.278623,8.584693,10.50038,3.373753,12.215441,8.79047,10.779126,10.539766,8.179077,7.301105,8.368298,5.905407,8.848278,6.763859,6.776598,8.680895,7.678414,10.67342,7.956377,9.319577,7.586731,10.33528,8.12013,11.298235,8.451425,9.047041,8.118627,7.248784,8.707248,8.03
GSM1371654_4,8.60419,7.924742,5.763469,9.083505,7.319422,11.254824,7.800847,9.303633,8.222533,10.424623,8.603926,10.138534,10.288623,8.594693,10.51038,3.383753,12.225441,8.80047,10.789126,10.549766,8.189077,7.311105,8.378298,5.915407,8.858278,6.773859,6.786598,8.690895,7.688414,10.68342,7.966377,9.329577,7.596731,10.34528,8.13013,11.308235,8.461425,9.057041,8.128627,7.258784,8.717248,8.04
GSM1371655,8.391959,8.03459,5.780644,9.127808,7.664018,11.398303,7.69194,9.175651,8.136521,10.423833,8.385923,9.735792,10.31025,8.459202,10.745111,4.323772,12.10059,8.417743,10.726861,10.700315,7.823896,6.871148,8.560813,5.593349,8.526553,6.200438,7.011232,8.674903,7.12207,10.372045,7.150429,9.0707,7.187165,10.379681,8.023211,11.201576,8.517474,8.951654,8.212249,7.229287,8.582638,12
GSM1371655_1,8.401959,8.04459,5.790644,9.137808,7.674018,11.408303,7.70194,9.185651,8.146521,10.433833,8.395923,9.745792,10.32025,8.469202,10.755111,4.333772,12.11059,8.427743,10.736861,10.710315,7.833896,6.881148,8.570813,5.603349,8.536553,6.210438,7.021232,8.684903,7.13207,10.382045,7.160429,9.0807,7.197165,10.389681,8.033211,11.211576,8.527474,8.961654,8.222249,7.239287,8.592638,12.01
GSM1371655_2,8.411959,8.05459,5.800644,9.147808,7.684018,11.418303,7.71194,9.195651,8.156521,10.443833,8.405923,9.755792,10.33025,8.479202,10.765111,4.343772,12.12059,8.437743,10.746861,10.720315,7.843896,6.891148,8.580813,5.613349,8.546553,6.220438,7.031232,8.694903,7.14207,10.392045,7.170429,9.0907,7.207165,10.399681,8.043211,11.221576,8.537474,8.971654,8.232249,7.249287,8.602638,12.02
GSM1371655_3,8.421959,8.06459,5.810644,9.157808,7.694018,11.428303,7.72194,9.205651,8.166521,10.453833,8.415923,9.765792,10.34025,8.489202,10.775111,4.353772,12.13059,8.447743,10.756861,10.730315,7.853896,6.901148,8.590813,5.623349,8.556553,6.230438,7.041232,8.704903,7.15207,10.402045,7.180429,9.1007,7.217165,10.409681,8.053211,11.231576,8.547474,8.981654,8.242249,7.259287,8.612638,12.03
GSM1371655_4,8.431959,8.07459,5.820644,9.167808,7.704018,11.438303,7.73194,9.215651,8.176521,10.463833,8.425923,9.775792,10.35025,8.499202,10.785111,4.363772,12.14059,8.457743,10.766861,10.740315,7.863896,6.911148,8.600813,5.633349,8.566553,6.240438,7.051232,8.714903,7.16207,10.412045,7.190429,9.1107,7.227165,10.419681,8.063211,11.241576,8.557474,8.991654,8.252249,7.269287,8.622638,12.04
GSM1371656,8.429485,7.606513,5.517248,9.737817,7.437901,11.227133,7.786878,9.009098,7.858431,10.786906,8.58598,9.125296,10.417419,8.723016,10.873989,4.022581,11.768583,8.06737,10.821699,11.042973,8.047628,7.199197,9.886467,5.364433,8.775203,6.496989,6.76968,8.878855,7.557938,10.696267,7.316106,8.812743,7.309082,10.374014,7.670822,11.352677,8.419406,9.037555,9.902371,7.198083,8.655313,16
GSM1371656_1,8.439485,7.616513,5.527248,9.747817,7.447901,11.237133,7.796878,9.019098,7.868431,10.796906,8.59598,9.135296,10.427419,8.733016,10.883989,4.032581,11.778583,8.07737,10.831699,11.052973,8.057628,7.209197,9.896467,5.374433,8.785203,6.506989,6.77968,8.888855,7.567938,10.706267,7.326106,8.822743,7.319082,10.384014,7.680822,11.362677,8.429406,9.047555,9.912371,7.208083,8.665313,16.01
GSM1371656_2,8.449485,7.626513,5.537248,9.757817,7.457901,11.247133,7.806878,9.029098,7.878431,10.806906,8.60598,9.145296,10.437419,8.743016,10.893989,4.042581,11.788583,8.08737,10.841699,11.062973,8.067628,7.219197,9.906467,5.384433,8.795203,6.516989,6.78968,8.898855,7.577938,10.716267,7.336106,8.832743,7.329082,10.394014,7.690822,11.372677,8.439406,9.057555,9.922371,7.218083,8.675313,16.02
GSM1371656_3,8.459485,7.636513,5.547248,9.767817,7.467901,11.257133,7.816878,9.039098,7.888431,10.816906,8.61598,9.155296,10.447419,8.753016,10.903989,4.052581,11.798583,8.09737,10.851699,11.072973,8.077628,7.229197,9.916467,5.394433,8.805203,6.526989,6.79968,8.908855,7.587938,10.726267,7.346106,8.842743,7.339082,10.404014,7.700822,11.382677,8.449406,9.067555,9.932371,7.228083,8.685313,16.03
GSM1371656_4,8.469485,7.646513,5.557248,9.777817,7.477901,11.267133,7.826878,9.049098,7.898431,10.826906,8.62598,9.165296,10.457419,8.763016,10.913989,4.062581,11.808583,8.10737,10.861699,11.082973,8.087628,7.239197,9.926467,5.404433,8.815203,6.536989,6.80968,8.918855,7.597938,10.736267,7.356106,8.852743,7.349082,10.414014,7.710822,11.392677,8.459406,9.077555,9.942371,7.238083,8.695313,16.04
GSM1371657,8.211757,8.255264,5.544472,9.508259,7.536244,11.111929,7.82506,9.193335,8.202231,10.076936,8.628088,9.762557,10.275564,8.213701,10.71595,3.457669,12.272308,8.184298,10.42576,10.540506,7.957011,6.863443,8.855017,5.825707,8.012618,6.936512,7.194071,9.071791,7.515879,10.722943,7.829388,8.806305,7.551408,9.791791,8.735872,11.340098,8.482012,9.270912,8.807079,7.53709,8.207594,8
GSM1371657_1,8.221757,8.265264,5.554472,9.518259,7.546244,11.121929,7.83506,9.203335,8.212231,10.086936,8.638088,9.772557,10.285564,8.223701,10.72595,3.467669,12.282308,8.194298,10.43576,10.550506,7.967011,6.873443,8.865017,5.835707,8.022618,6.946512,7.204071,9.081791,7.525879,10.732943,7.839388,8.816305,7.561408,9.801791,8.745872,11.350098,8.492012,9.280912,8.817079,7.54709,8.217594,8.01
GSM1371657_2,8.231757,8.275264,5.564472,9.528259,7.556244,11.131929,7.84506,9.213335,8.222231,10.096936,8.648088,9.782557,10.295564,8.233701,10.73595,3.477669,12.292308,8.204298,10.44576,10.560506,7.977011,6.883443,8.875017,5.845707,8.032618,6.956512,7.214071,9.091791,7.535879,10.742943,7.849388,8.826305,7.571408,9.811791,8.755872,11.360098,8.502012,9.290912,8.827079,7.55709,8.227594,8.02
GSM1371657_3,8.241757,8.285264,5.574472,9.538259,7.566244,11.141929,7.85506,9.223335,8.232231,10.106936,8.658088,9.792557,10.305564,8.243701,10.74595,3.487669,12.302308,8.214298,10.45576,10.570506,7.987011,6.893443,8.885017,5.855707,8.042618,6.966512,7.224071,9.101791,7.545879,10.752943,7.859388,8.836305,7.581408,9.821791,8.765872,11.370098,8.512012,9.300912,8.837079,7.56709,8.237594,8.03
GSM1371657_4,8.251757,8.295264,5.584472,9.548259,7.576244,11.151929,7.86506,9.233335,8.242231,10.116936,8.668088,9.802557,10.315564,8.253701,10.75595,3.497669,12.312308,8.224298,10.46576,10.580506,7.997011,6.903443,8.895017,5.865707,8.052618,6.976512,7.234071,9.111791,7.555879,10.762943,7.869388,8.846305,7.591408,9.831791,8.775872,11.380098,8.522012,9.310912,8.847079,7.57709,8.247594,8.04
GSM1371658,8.243838,8.670922,5.82731,8.527402,9.231556,11.016444,7.188089,9.900736,8.641526,9.503299,8.834281,9.555152,10.067688,8.230116,10.858976,3.50615,12.351023,8.36478,10.211711,10.62569,8.084563,6.963467,8.654485,5.706907,8.627983,6.370709,6.927878,9.180696,7.696256,10.392486,7.416713,9.122518,7.621015,10.092717,8.733078,10.249955,8.604603,8.978804,8.613743,8.841332,8.294995,8
GSM1371658_1,8.253838,8.680922,5.83731,8.537402,9.241556,11.026444,7.198089,9.910736,8.651526,9.513299,8.844281,9.565152,10.077688,8.240116,10.868976,3.51615,12.361023,8.37478,10.221711,10.63569,8.094563,6.973467,8.664485,5.716907,8.637983,6.380709,6.937878,9.190696,7.706256,10.402486,7.426713,9.132518,7.631015,10.102717,8.743078,10.259955,8.614603,8.988804,8.623743,8.851332,8.304995,8.01
GSM1371658_2,8.263838,8.690922,5.84731,8.547402,9.251556,11.036444,7.208089,9.920736,8.661526,9.523299,8.854281,9.575152,10.087688,8.250116,10.878976,3.52615,12.371023,8.38478,10.231711,10.64569,8.104563,6.983467,8.674485,5.726907,8.647983,6.390709,6.947878,9.200696,7.716256,10.412486,7.436713,9.142518,7.641015,10.112717,8.753078,10.269955,8.624603,8.998804,8.633743,8.861332,8.314995,8.02
GSM1371658_3,8.273838,8.700922,5.85731,8.557402,9.261556,11.046444,7.218089,9.930736,8.671526,9.533299,8.864281,9.585152,10.097688,8.260116,10.888976,3.53615,12.381023,8.39478,10.241711,10.65569,8.114563,6.993467,8.684485,5.736907,8.657983,6.400709,6.957878,9.210696,7.726256,10.422486,7.446713,9.152518,7.651015,10.122717,8.763078,10.279955,8.634603,9.008804,8.643743,8.871332,8.324995,8.03
GSM1371658_4,8.283838,8.710922,5.86731,8.567402,9.271556,11.056444,7.228089,9.940736,8.681526,9.543299,8.874281,9.595152,10.107688,8.270116,10.898976,3.54615,12.391023,8.40478,10.251711,10.66569,8.124563,7.003467,8.694485,5.746907,8.667983,6.410709,6.967878,9.220696,7.736256,10.432486,7.456713,9.162518,7.661015,10.132717,8.773078,10.289955,8.644603,9.018804,8.653743,8.881332,8.334995,8.04
GSM1371659,8.291724,8.339649,5.603931,8.644335,8.666493,11.117236,7.075988,9.944171,8.698695,9.352525,8.532215,9.676059,10.037742,8.670179,10.899643,3.985739,12.524296,8.270612,10.305182,10.899834,8.266599,7.152876,8.769677,5.627462,8.558477,6.454153,7.439901,9.083038,7.492905,10.427788,7.682735,9.110008,7.668167,9.865208,9.028424,9.955869,8.507394,9.223857,8.510866,8.834195,8.533406,8
GSM1371659_1,8.301724,8.349649,5.613931,8.654335,8.676493,11.127236,7.085988,9.954171,8.708695,9.362525,8.542215,9.686059,10.047742,8.680179,10.909643,3.995739,12.534296,8.280612,10.315182,10.909834,8.276599,7.162876,8.779677,5.637462,8.568477,6.464153,7.449901,9.093038,7.502905,10.437788,7.692735,9.120008,7.678167,9.875208,9.038424,9.965869,8.517394,9.233857,8.520866,8.844195,8.543406,8.01
GSM1371659_2,8.311724,8.359649,5.623931,8.664335,8.686493,11.137236,7.095988,9.964171,8.718695,9.372525,8.552215,9.696059,10.057742,8.690179,10.919643,4.005739,12.544296,8.290612,10.325182,10.919834,8.286599,7.172876,8.789677,5.647462,8.578477,6.474153,7.459901,9.103038,7.512905,10.447788,7.702735,9.130008,7.688167,9.885208,9.048424,9.975869,8.527394,9.243857,8.530866,8.854195,8.553406,8.02
GSM1371659_3,8.321724,8.369649,5.633931,8.674335,8.696493,11.147236,7.105988,9.974171,8.728695,9.382525,8.562215,9.706059,10.067742,8.700179,10.929643,4.015739,12.554296,8.300612,10.335182,10.929834,8.296599,7.182876,8.799677,5.657462,8.588477,6.484153,7.469901,9.113038,7.522905,10.457788,7.712735,9.140008,7.698167,9.895208,9.058424,9.985869,8.537394,9.253857,8.540866,8.864195,8.563406,8.03
GSM1371659_4,8.331724,8.379649,5.643931,8.684335,8.706493,11.157236,7.115988,9.984171,8.738695,9.392525,8.572215,9.716059,10.077742,8.710179,10.939643,4.025739,12.564296,8.310612,10.345182,10.939834,8.306599,7.192876,8.809677,5.667462,8.598477,6.494153,7.479901,9.123038,7.532905,10.467788,7.722735,9.150008,7.708167,9.905208,9.068424,9.995869,8.547394,9.263857,8.550866,8.874195,8.573406,8.04
GSM1371660,8.291997,8.130036,5.219723,8.783309,8.601413,11.272743,7.115353,10.179201,7.617307,9.517775,8.660155,9.320245,10.48208,8.458304,10.706071,3.36076,12.440962,8.357369,10.506868,11.038613,8.194963,6.698328,9.054084,5.879557,8.648258,6.450738,7.053056,8.982738,7.548135,10.358721,6.917447,9.12189,7.552289,10.136885,8.480519,10.130088,8.580538,9.146482,8.484986,8.533061,8.683056,16
GSM1371660_1,8.301997,8.140036,5.229723,8.793309,8.611413,11.282743,7.125353,10.189201,7.627307,9.527775,8.670155,9.330245,10.49208,8.468304,10.716071,3.37076,12.450962,8.367369,10.516868,11.048613,8.204963,6.708328,9.064084,5.889557,8.658258,6.460738,7.063056,8.992738,7.558135,10.368721,6.927447,9.13189,7.562289,10.146885,8.490519,10.140088,8.590538,9.156482,8.494986,8.543061,8.693056,16.01
GSM1371660_2,8.311997,8.150036,5.239723,8.803309,8.621413,11.292743,7.135353,10.199201,7.637307,9.537775,8.680155,9.340245,10.50208,8.478304,10.726071,3.38076,12.460962,8.377369,10.526868,11.058613,8.214963,6.718328,9.074084,5.899557,8.668258,6.470738,7.073056,9.002738,7.568135,10.378721,6.937447,9.14189,7.572289,10.156885,8.500519,10.150088,8.600538,9.166482,8.504986,8.553061,8.703056,16.02
GSM1371660_3,8.321997,8.160036,5.249723,8.813309,8.631413,11.302743,7.145353,10.209201,7.647307,9.547775,8.690155,9.350245,10.51208,8.488304,10.736071,3.39076,12.470962,8.387369,10.536868,11.068613,8.224963,6.728328,9.084084,5.909557,8.678258,6.480738,7.083056,9.012738,7.578135,10.388721,6.947447,9.15189,7.582289,10.166885,8.510519,10.160088,8.610538,9.176482,8.514986,8.563061,8.713056,16.03
GSM1371660_4,8.331997,8.170036,5.259723,8.823309,8.641413,11.312743,7.155353,10.219201,7.657307,9.557775,8.700155,9.360245,10.52208,8.498304,10.746071,3.40076,12.480962,8.397369,10.546868,11.078613,8.234963,6.738328,9.094084,5.919557,8.688258,6.490738,7.093056,9.022738,7.588135,10.398721,6.957447,9.16189,7.592289,10.176885,8.520519,10.170088,8.620538,9.186482,8.524986,8.573061,8.723056,16.04
GSM1371661,8.460474,8.017403,5.204643,9.116364,7.917347,11.547423,7.954719,9.30079,7.934384,10.96062,8.348228,9.964914,10.322435,8.340507,10.590583,4.717666,11.918563,8.656376,10.537248,11.294866,8.078723,6.485216,8.393953,5.720448,8.613588,6.284401,6.58906,8.69732,7.517094,10.505434,7.272711,9.099707,7.473135,10.524914,8.007685,11.724943,8.6747,9.084781,8.389847,7.342588,8.937024,16
GSM1371661_1,8.470474,8.027403,5.214643,9.126364,7.927347,11.557423,7.964719,9.31079,7.944384,10.97062,8.358228,9.974914,10.332435,8.350507,10.600583,4.727666,11.928563,8.666376,10.547248,11.304866,8.088723,6.495216,8.403953,5.730448,8.623588,6.294401,6.59906,8.70732,7.527094,10.515434,7.282711,9.109707,7.483135,10.534914,8.017685,11.734943,8.6847,9.094781,8.399847,7.352588,8.947024,16.01
GSM1371661_2,8.480474,8.037403,5.224643,9.136364,7.937347,11.567423,7.974719,9.32079,7.954384,10.98062,8.368228,9.984914,10.342435,8.360507,10.610583,4.737666,11.938563,8.676376,10.557248,11.314866,8.098723,6.505216,8.413953,5.740448,8.633588,6.304401,6.60906,8.71732,7.537094,10.525434,7.292711,9.119707,7.493135,10.544914,8.027685,11.744943,8.6947,9.104781,8.409847,7.362588,8.957024,16.02
GSM1371661_3,8.490474,8.047403,5.234643,9.146364,7.947347,11.577423,7.984719,9.33079,7.964384,10.99062,8.378228,9.994914,10.352435,8.370507,10.620583,4.747666,11.948563,8.686376,10.567248,11.324866,8.108723,6.515216,8.423953,5.750448,8.643588,6.314401,6.61906,8.72732,7.547094,10.535434,7.302711,9.129707,7.503135,10.554914,8.037685,11.754943,8.7047,9.114781,8.419847,7.372588,8.967024,16.03
GSM1371661_4,8.500474,8.057403,5.244643,9.156364,7.957347,11.587423,7.994719,9.34079,7.974384,11.00062,8.388228,10.004914,10.362435,8.380507,10.630583,4.757666,11.958563,8.696376,10.577248,11.334866,8.118723,6.525216,8.433953,5.760448,8.653588,6.324401,6.62906,8.73732,7.557094,10.545434,7.312711,9.139707,7.513135,10.564914,8.047685,11.764943,8.7147,9.124781,8.429847,7.382588,8.977024,16.04
GSM1371662,8.404894,7.907394,5.850081,9.687946,7.767144,11.271963,7.765731,9.288626,7.639893,10.555102,8.647225,9.191623,10.365344,8.224274,10.822013,3.859764,12.214145,8.81036,10.669346,10.856522,8.141593,7.082377,8.841577,5.998734,8.469832,6.768729,6.692974,8.897313,7.720558,10.081386,7.351252,9.017161,7.520637,10.210417,8.763516,12.047796,8.610883,9.231847,9.04059,7.830924,8.373191,12
GSM1371662_1,8.414894,7.917394,5.860081,9.697946,7.777144,11.281963,7.775731,9.298626,7.649893,10.565102,8.657225,9.201623,10.375344,8.234274,10.832013,3.869764,12.224145,8.82036,10.679346,10.866522,8.151593,7.092377,8.851577,6.008734,8.479832,6.778729,6.702974,8.907313,7.730558,10.091386,7.361252,9.027161,7.530637,10.220417,8.773516,12.057796,8.620883,9.241847,9.05059,7.840924,8.383191,12.01
GSM1371662_2,8.424894,7.927394,5.870081,9.707946,7.787144,11.291963,7.785731,9.308626,7.659893,10.575102,8.667225,9.211623,10.385344,8.244274,10.842013,3.879764,12.234145,8.83036,10.689346,10.876522,8.161593,7.102377,8.861577,6.018734,8.489832,6.788729,6.712974,8.917313,7.740558,10.101386,7.371252,9.037161,7.540637,10.230417,8.783516,12.067796,8.630883,9.251847,9.06059,7.850924,8.393191,12.02
GSM1371662_3,8.434894,7.937394,5.880081,9.717946,7.797144,11.301963,7.795731,9.318626,7.669893,10.585102,8.677225,9.221623,10.395344,8.254274,10.852013,3.889764,12.244145,8.84036,10.699346,10.886522,8.171593,7.112377,8.871577,6.028734,8.499832,6.798729,6.722974,8.927313,7.750558,10.111386,7.381252,9.047161,7.550637,10.240417,8.793516,12.077796,8.640883,9.261847,9.07059,7.860924,8.403191,12.03
GSM1371662_4,8.444894,7.947394,5.890081,9.727946,7.807144,11.311963,7.805731,9.328626,7.679893,10.595102,8.687225,9.231623,10.405344,8.264274,10.862013,3.899764,12.254145,8.85036,10.709346,10.896522,8.181593,7.122377,8.881577,6.038734,8.509832,6.808729,6.732974,8.937313,7.760558,10.121386,7.391252,9.057161,7.560637,10.250417,8.803516,12.087796,8.650883,9.271847,9.08059,7.870924,8.413191,12.04
GSM1371663,8.585048,8.478449,5.453779,9.438732,8.05113,10.745774,7.98913,9.198458,9.009615,10.031594,8.534879,8.975699,10.154963,8.419977,10.6694,3.689316,12.80996,8.444379,10.854315,10.468938,8.54019,6.925448,9.12211,5.75517,8.494969,6.694234,7.05035,8.652955,7.667093,9.957293,7.808578,9.14603,7.220281,9.999908,9.622351,11.715745,8.502968,9.530978,8.385138,8.008108,7.649194,8
GSM1371663_1,8.595048,8.488449,5.463779,9.448732,8.06113,10.755774,7.99913,9.208458,9.019615,10.041594,8.544879,8.985699,10.164963,8.429977,10.6794,3.699316,12.81996,8.454379,10.864315,10.478938,8.55019,6.935448,9.13211,5.76517,8.504969,6.704234,7.06035,8.662955,7.677093,9.967293,7.818578,9.15603,7.230281,10.009908,9.632351,11.725745,8.512968,9.540978,8.395138,8.018108,7.659194,8.01
GSM1371663_2,8.605048,8.498449,5.473779,9.458732,8.07113,10.765774,8.00913,9.218458,9.029615,10.051594,8.554879,8.995699,10.174963,8.439977,10.6894,3.709316,12.82996,8.464379,10.874315,10.488938,8.56019,6.945448,9.14211,5.77517,8.514969,6.714234,7.07035,8.672955,7.687093,9.977293,7.828578,9.16603,7.240281,10.019908,9.642351,11.735745,8.522968,9.550978,8.405138,8.028108,7.669194,8.02
GSM1371663_3,8.615048,8.508449,5.483779,9.468732,8.08113,10.775774,8.01913,9.228458,9.039615,10.061594,8.564879,9.005699,10.184963,8.449977,10.6994,3.719316,12.83996,8.474379,10.884315,10.498938,8.57019,6.955448,9.15211,5.78517,8.524969,6.724234,7.08035,8.682955,7.697093,9.987293,7.838578,9.17603,7.250281,10.029908,9.652351,11.745745,8.532968,9.560978,8.415138,8.038108,7.679194,8.03
GSM1371663_4,8.625048,8.518449,5.493779,9.478732,8.09113,10.785774,8.02913,9.238458,9.049615,10.071594,8.574879,9.015699,10.194963,8.459977,10.7094,3.729316,12.84996,8.484379,10.894315,10.508938,8.58019,6.965448,9.16211,5.79517,8.534969,6.734234,7.09035,8.692955,7.707093,9.997293,7.848578,9.18603,7.260281,10.039908,9.662351,11.755745,8.542968,9.570978,8.425138,8.048108,7.689194,8.04
GSM1371664,8.246332,7.96106,5.027519,9.166364,7.784827,11.727573,7.637393,9.196787,7.66695,10.901152,8.672382,9.772176,10.384728,8.322579,10.821426,3.772724,11.872895,8.758238,10.869799,11.004832,7.779546,7.116479,8.474119,5.426173,8.567056,6.515775,7.031722,8.899488,7.590014,10.608736,7.131753,9.098092,7.380581,10.598412,8.078476,11.80542,8.42951,9.097475,8.450418,7.644417,8.863804,12
GSM1371664_1,8.256332,7.97106,5.037519,9.176364,7.794827,11.737573,7.647393,9.206787,7.67695,10.911152,8.682382,9.782176,10.394728,8.332579,10.831426,3.782724,11.882895,8.768238,10.879799,11.014832,7.789546,7.126479,8.484119,5.436173,8.577056,6.525775,7.041722,8.909488,7.600014,10.618736,7.141753,9.108092,7.390581,10.608412,8.088476,11.81542,8.43951,9.107475,8.460418,7.654417,8.873804,12.01
GSM1371664_2,8.266332,7.98106,5.047519,9.186364,7.804827,11.747573,7.657393,9.216787,7.68695,10.921152,8.692382,9.792176,10.404728,8.342579,10.841426,3.792724,11.892895,8.778238,10.889799,11.024832,7.799546,7.136479,8.494119,5.446173,8.587056,6.535775,7.051722,8.919488,7.610014,10.628736,7.151753,9.118092,7.400581,10.618412,8.098476,11.82542,8.44951,9.117475,8.470418,7.664417,8.883804,12.02
GSM1371664_3,8.276332,7.99106,5.057519,9.196364,7.814827,11.757573,7.667393,9.226787,7.69695,10.931152,8.702382,9.802176,10.414728,8.352579,10.851426,3.802724,11.902895,8.788238,10.899799,11.034832,7.809546,7.146479,8.504119,5.456173,8.597056,6.545775,7.061722,8.929488,7.620014,10.638736,7.161753,9.128092,7.410581,10.628412,8.108476,11.83542,8.45951,9.127475,8.480418,7.674417,8.893804,12.03
